"ZIP
code [1]",Size of adjusted gross income,Number of returns
14001,"$75,000 under $100,000",510
14001,"$100,000 under $200,000",640
14001,"$200,000 or more",90
,,
14004,,"5,390"
14004,"$1 under $25,000",1760
14004,"$25,000 under $50,000",1210
14004,"$50,000 under $75,000",830
14004,"$75,000 under $100,000",690
14004,"$100,000 under $200,000",820
14004,"$200,000 or more",80
,,
14005,,930
14005,"$1 under $25,000",340
14005,"$25,000 under $50,000",210
14005,"$50,000 under $75,000",180
14005,"$75,000 under $100,000",100
14005,"$100,000 under $200,000",100
14005,"$200,000 or more",**
,,
14006,,"4,800"
14006,"$1 under $25,000",1750
14006,"$25,000 under $50,000",1210
14006,"$50,000 under $75,000",770
14006,"$75,000 under $100,000",490
14006,"$100,000 under $200,000",520
14006,"$200,000 or more",60
,,
14008,,710
14008,"$1 under $25,000",260
14008,"$25,000 under $50,000",190
14008,"$50,000 under $75,000",120
14008,"$75,000 under $100,000",60
14008,"$100,000 under $200,000",80
14008,"$200,000 or more",**
,,
14009,,"2,610"
14009,"$1 under $25,000",950
14009,"$25,000 under $50,000",740
14009,"$50,000 under $75,000",400
14009,"$75,000 under $100,000",230
14009,"$100,000 under $200,000",250
14009,"$200,000 or more",40
,,
14011,,"2,920"
14011,"$1 under $25,000",960
14011,"$25,000 under $50,000",730
14011,"$50,000 under $75,000",520
14011,"$75,000 under $100,000",350
14011,"$100,000 under $200,000",330
14011,"$200,000 or more",30
,,
14012,,"1,100"
14012,"$1 under $25,000",400
14012,"$25,000 under $50,000",290
14012,"$50,000 under $75,000",190
14012,"$75,000 under $100,000",110
14012,"$100,000 under $200,000",110
14012,"$200,000 or more",**
,,
14013,,730
14013,"$1 under $25,000",290
14013,"$25,000 under $50,000",190
14013,"$50,000 under $75,000",120
14013,"$75,000 under $100,000",60
14013,"$100,000 under $200,000",70
14013,"$200,000 or more",**
,,
14020,,"10,220"
14020,"$1 under $25,000",4250
14020,"$25,000 under $50,000",2610
14020,"$50,000 under $75,000",1400
14020,"$75,000 under $100,000",880
14020,"$100,000 under $200,000",960
14020,"$200,000 or more",120
,,
14024,,750
14024,"$1 under $25,000",260
14024,"$25,000 under $50,000",200
14024,"$50,000 under $75,000",140
14024,"$75,000 under $100,000",80
14024,"$100,000 under $200,000",70
14024,"$200,000 or more",**
,,
14025,,"1,580"
14025,"$1 under $25,000",460
14025,"$25,000 under $50,000",360
14025,"$50,000 under $75,000",250
14025,"$75,000 under $100,000",190
14025,"$100,000 under $200,000",270
14025,"$200,000 or more",50
,,
14026,,380
14026,"$1 under $25,000",140
14026,"$25,000 under $50,000",90
14026,"$50,000 under $75,000",50
14026,"$75,000 under $100,000",40
14026,"$100,000 under $200,000",60
14026,"$200,000 or more",**
,,
14028,,740
14028,"$1 under $25,000",260
14028,"$25,000 under $50,000",170
14028,"$50,000 under $75,000",120
14028,"$75,000 under $100,000",80
14028,"$100,000 under $200,000",110
14028,"$200,000 or more",**
,,
14030,,730
14030,"$1 under $25,000",260
14030,"$25,000 under $50,000",200
14030,"$50,000 under $75,000",120
14030,"$75,000 under $100,000",80
14030,"$100,000 under $200,000",70
14030,"$200,000 or more",**
,,
14031,,"4,950"
14031,"$1 under $25,000",1580
14031,"$25,000 under $50,000",920
14031,"$50,000 under $75,000",640
14031,"$75,000 under $100,000",490
14031,"$100,000 under $200,000",820
14031,"$200,000 or more",500
,,
14032,,"4,250"
14032,"$1 under $25,000",1290
14032,"$25,000 under $50,000",570
14032,"$50,000 under $75,000",430
14032,"$75,000 under $100,000",440
14032,"$100,000 under $200,000",940
14032,"$200,000 or more",580
,,
14033,,"1,200"
14033,"$1 under $25,000",330
14033,"$25,000 under $50,000",260
14033,"$50,000 under $75,000",190
14033,"$75,000 under $100,000",140
14033,"$100,000 under $200,000",220
14033,"$200,000 or more",60
,,
14034,,870
14034,"$1 under $25,000",310
14034,"$25,000 under $50,000",220
14034,"$50,000 under $75,000",150
14034,"$75,000 under $100,000",100
14034,"$100,000 under $200,000",90
14034,"$200,000 or more",**
,,
14036,,"2,440"
14036,"$1 under $25,000",810
14036,"$25,000 under $50,000",620
14036,"$50,000 under $75,000",390
14036,"$75,000 under $100,000",270
14036,"$100,000 under $200,000",300
14036,"$200,000 or more",50
,,
14037,,590
14037,"$1 under $25,000",210
14037,"$25,000 under $50,000",130
14037,"$50,000 under $75,000",90
14037,"$75,000 under $100,000",60
14037,"$100,000 under $200,000",100
14037,"$200,000 or more",**
,,
14040,,"1,110"
14040,"$1 under $25,000",390
14040,"$25,000 under $50,000",240
14040,"$50,000 under $75,000",190
14040,"$75,000 under $100,000",130
14040,"$100,000 under $200,000",160
14040,"$200,000 or more",**
,,
14041,,100
14041,"$1 under $25,000",40
14041,"$25,000 under $50,000",40
14041,"$50,000 under $75,000",20
14041,"$75,000 under $100,000",**
14041,"$100,000 under $200,000",**
14041,"$200,000 or more",0
,,
14042,,"1,730"
14042,"$1 under $25,000",670
14042,"$25,000 under $50,000",490
14042,"$50,000 under $75,000",290
14042,"$75,000 under $100,000",160
14042,"$100,000 under $200,000",120
14042,"$200,000 or more",**
,,
14043,,"13,240"
14043,"$1 under $25,000",4600
14043,"$25,000 under $50,000",3670
14043,"$50,000 under $75,000",2230
14043,"$75,000 under $100,000",1380
14043,"$100,000 under $200,000",1250
14043,"$200,000 or more",110
,,
14047,,"3,210"
14047,"$1 under $25,000",1070
14047,"$25,000 under $50,000",740
14047,"$50,000 under $75,000",530
14047,"$75,000 under $100,000",380
14047,"$100,000 under $200,000",430
14047,"$200,000 or more",60
,,
14048,,"6,500"
14048,"$1 under $25,000",3080
14048,"$25,000 under $50,000",1650
14048,"$50,000 under $75,000",800
14048,"$75,000 under $100,000",490
14048,"$100,000 under $200,000",440
14048,"$200,000 or more",40
,,
14051,,"10,230"
14051,"$1 under $25,000",2900
14051,"$25,000 under $50,000",1390
14051,"$50,000 under $75,000",1040
14051,"$75,000 under $100,000",1080
14051,"$100,000 under $200,000",2550
14051,"$200,000 or more",1270
,,
14052,,"9,090"
14052,"$1 under $25,000",2830
14052,"$25,000 under $50,000",1670
14052,"$50,000 under $75,000",1210
14052,"$75,000 under $100,000",970
14052,"$100,000 under $200,000",1840
14052,"$200,000 or more",570
,,
14054,,650
14054,"$1 under $25,000",220
14054,"$25,000 under $50,000",170
14054,"$50,000 under $75,000",110
14054,"$75,000 under $100,000",80
14054,"$100,000 under $200,000",70
14054,"$200,000 or more",**
,,
14055,,700
14055,"$1 under $25,000",230
14055,"$25,000 under $50,000",170
14055,"$50,000 under $75,000",110
14055,"$75,000 under $100,000",90
14055,"$100,000 under $200,000",100
14055,"$200,000 or more",**
,,
14057,,"4,080"
14057,"$1 under $25,000",1340
14057,"$25,000 under $50,000",860
14057,"$50,000 under $75,000",580
14057,"$75,000 under $100,000",480
14057,"$100,000 under $200,000",700
14057,"$200,000 or more",120
,,
14058,,"1,050"
14058,"$1 under $25,000",330
14058,"$25,000 under $50,000",270
14058,"$50,000 under $75,000",190
14058,"$75,000 under $100,000",130
14058,"$100,000 under $200,000",130
14058,"$200,000 or more",**
,,
14059,,"5,040"
14059,"$1 under $25,000",1520
14059,"$25,000 under $50,000",970
14059,"$50,000 under $75,000",710
14059,"$75,000 under $100,000",600
14059,"$100,000 under $200,000",980
14059,"$200,000 or more",260
,,
14060,,180
14060,"$1 under $25,000",70
14060,"$25,000 under $50,000",50
14060,"$50,000 under $75,000",40
14060,"$75,000 under $100,000",20
14060,"$100,000 under $200,000",**
14060,"$200,000 or more",**
,,
14062,,"1,560"
14062,"$1 under $25,000",590
14062,"$25,000 under $50,000",410
14062,"$50,000 under $75,000",240
14062,"$75,000 under $100,000",160
14062,"$100,000 under $200,000",160
14062,"$200,000 or more",**
,,
14063,,"5,060"
14063,"$1 under $25,000",1830
14063,"$25,000 under $50,000",1090
14063,"$50,000 under $75,000",750
14063,"$75,000 under $100,000",560
14063,"$100,000 under $200,000",730
14063,"$200,000 or more",100
,,
14065,,770
14065,"$1 under $25,000",300
14065,"$25,000 under $50,000",200
14065,"$50,000 under $75,000",140
14065,"$75,000 under $100,000",90
14065,"$100,000 under $200,000",40
14065,"$200,000 or more",**
,,
14066,,470
14066,"$1 under $25,000",180
14066,"$25,000 under $50,000",130
14066,"$50,000 under $75,000",80
14066,"$75,000 under $100,000",50
14066,"$100,000 under $200,000",30
14066,"$200,000 or more",**
,,
14067,,"2,430"
14067,"$1 under $25,000",840
14067,"$25,000 under $50,000",600
14067,"$50,000 under $75,000",410
14067,"$75,000 under $100,000",260
14067,"$100,000 under $200,000",300
14067,"$200,000 or more",20
,,
14068,,"3,560"
14068,"$1 under $25,000",1090
14068,"$25,000 under $50,000",550
14068,"$50,000 under $75,000",450
14068,"$75,000 under $100,000",380
14068,"$100,000 under $200,000",800
14068,"$200,000 or more",290
,,
14069,,420
14069,"$1 under $25,000",110
14069,"$25,000 under $50,000",100
14069,"$50,000 under $75,000",60
14069,"$75,000 under $100,000",60
14069,"$100,000 under $200,000",90
14069,"$200,000 or more",**
,,
14070,,"2,320"
14070,"$1 under $25,000",910
14070,"$25,000 under $50,000",640
14070,"$50,000 under $75,000",370
14070,"$75,000 under $100,000",210
14070,"$100,000 under $200,000",190
14070,"$200,000 or more",**
,,
14072,,"10,670"
14072,"$1 under $25,000",3200
14072,"$25,000 under $50,000",2030
14072,"$50,000 under $75,000",1430
14072,"$75,000 under $100,000",1260
14072,"$100,000 under $200,000",2200
14072,"$200,000 or more",550
,,
14075,,"22,480"
14075,"$1 under $25,000",7370
14075,"$25,000 under $50,000",4830
14075,"$50,000 under $75,000",3270
14075,"$75,000 under $100,000",2640
14075,"$100,000 under $200,000",3670
14075,"$200,000 or more",700
,,
14080,,"2,050"
14080,"$1 under $25,000",610
14080,"$25,000 under $50,000",490
14080,"$50,000 under $75,000",310
14080,"$75,000 under $100,000",270
14080,"$100,000 under $200,000",330
14080,"$200,000 or more",40
,,
14081,,"1,260"
14081,"$1 under $25,000",520
14081,"$25,000 under $50,000",340
14081,"$50,000 under $75,000",200
14081,"$75,000 under $100,000",90
14081,"$100,000 under $200,000",110
14081,"$200,000 or more",**
,,
14082,,250
14082,"$1 under $25,000",60
14082,"$25,000 under $50,000",70
14082,"$50,000 under $75,000",60
14082,"$75,000 under $100,000",30
14082,"$100,000 under $200,000",30
14082,"$200,000 or more",**
,,
14085,,"3,860"
14085,"$1 under $25,000",1080
14085,"$25,000 under $50,000",670
14085,"$50,000 under $75,000",540
14085,"$75,000 under $100,000",550
14085,"$100,000 under $200,000",890
14085,"$200,000 or more",130
,,
14086,,"17,580"
14086,"$1 under $25,000",5420
14086,"$25,000 under $50,000",3450
14086,"$50,000 under $75,000",2470
14086,"$75,000 under $100,000",1990
14086,"$100,000 under $200,000",3640
14086,"$200,000 or more",610
,,
14091,,600
14091,"$1 under $25,000",220
14091,"$25,000 under $50,000",160
14091,"$50,000 under $75,000",110
14091,"$75,000 under $100,000",60
14091,"$100,000 under $200,000",50
14091,"$200,000 or more",**
,,
14092,,"5,740"
14092,"$1 under $25,000",1800
14092,"$25,000 under $50,000",1170
14092,"$50,000 under $75,000",870
14092,"$75,000 under $100,000",680
14092,"$100,000 under $200,000",980
14092,"$200,000 or more",240
,,
14094,,"24,810"
14094,"$1 under $25,000",9320
14094,"$25,000 under $50,000",6160
14094,"$50,000 under $75,000",3580
14094,"$75,000 under $100,000",2430
14094,"$100,000 under $200,000",2900
14094,"$200,000 or more",420
,,
14098,,"1,370"
14098,"$1 under $25,000",500
14098,"$25,000 under $50,000",380
14098,"$50,000 under $75,000",220
14098,"$75,000 under $100,000",140
14098,"$100,000 under $200,000",130
14098,"$200,000 or more",**
,,
14101,,800
14101,"$1 under $25,000",330
14101,"$25,000 under $50,000",200
14101,"$50,000 under $75,000",130
14101,"$75,000 under $100,000",80
14101,"$100,000 under $200,000",60
14101,"$200,000 or more",**
,,
14102,,650
14102,"$1 under $25,000",220
14102,"$25,000 under $50,000",120
14102,"$50,000 under $75,000",90
14102,"$75,000 under $100,000",80
14102,"$100,000 under $200,000",140
14102,"$200,000 or more",**
,,
14103,,"4,950"
14103,"$1 under $25,000",2040
14103,"$25,000 under $50,000",1330
14103,"$50,000 under $75,000",740
14103,"$75,000 under $100,000",420
14103,"$100,000 under $200,000",380
14103,"$200,000 or more",40
,,
14105,,"2,130"
14105,"$1 under $25,000",810
14105,"$25,000 under $50,000",530
14105,"$50,000 under $75,000",340
14105,"$75,000 under $100,000",240
14105,"$100,000 under $200,000",180
14105,"$200,000 or more",30
,,
14108,,"2,820"
14108,"$1 under $25,000",1000
14108,"$25,000 under $50,000",750
14108,"$50,000 under $75,000",460
14108,"$75,000 under $100,000",280
14108,"$100,000 under $200,000",310
14108,"$200,000 or more",20
,,
14111,,"1,570"
14111,"$1 under $25,000",530
14111,"$25,000 under $50,000",380
14111,"$50,000 under $75,000",280
14111,"$75,000 under $100,000",170
14111,"$100,000 under $200,000",190
14111,"$200,000 or more",20
,,
14113,,400
14113,"$1 under $25,000",130
14113,"$25,000 under $50,000",110
14113,"$50,000 under $75,000",70
14113,"$75,000 under $100,000",50
14113,"$100,000 under $200,000",40
14113,"$200,000 or more",**
,,
14120,,"22,760"
14120,"$1 under $25,000",7920
14120,"$25,000 under $50,000",5620
14120,"$50,000 under $75,000",3280
14120,"$75,000 under $100,000",2370
14120,"$100,000 under $200,000",3140
14120,"$200,000 or more",430
,,
14125,,"1,710"
14125,"$1 under $25,000",610
14125,"$25,000 under $50,000",440
14125,"$50,000 under $75,000",280
14125,"$75,000 under $100,000",180
14125,"$100,000 under $200,000",200
14125,"$200,000 or more",**
,,
14127,,"15,690"
14127,"$1 under $25,000",4560
14127,"$25,000 under $50,000",2830
14127,"$50,000 under $75,000",2070
14127,"$75,000 under $100,000",1610
14127,"$100,000 under $200,000",3180
14127,"$200,000 or more",1440
,,
14129,,600
14129,"$1 under $25,000",190
14129,"$25,000 under $50,000",180
14129,"$50,000 under $75,000",100
14129,"$75,000 under $100,000",70
14129,"$100,000 under $200,000",60
14129,"$200,000 or more",**
,,
14131,,"2,610"
14131,"$1 under $25,000",940
14131,"$25,000 under $50,000",610
14131,"$50,000 under $75,000",400
14131,"$75,000 under $100,000",280
14131,"$100,000 under $200,000",340
14131,"$200,000 or more",40
,,
14132,,"2,950"
14132,"$1 under $25,000",990
14132,"$25,000 under $50,000",740
14132,"$50,000 under $75,000",480
14132,"$75,000 under $100,000",310
14132,"$100,000 under $200,000",390
14132,"$200,000 or more",40
,,
14134,,150
14134,"$1 under $25,000",60
14134,"$25,000 under $50,000",40
14134,"$50,000 under $75,000",20
14134,"$75,000 under $100,000",30
14134,"$100,000 under $200,000",**
14134,"$200,000 or more",**
,,
14136,,"2,280"
14136,"$1 under $25,000",920
14136,"$25,000 under $50,000",570
14136,"$50,000 under $75,000",350
14136,"$75,000 under $100,000",220
14136,"$100,000 under $200,000",200
14136,"$200,000 or more",20
,,
14138,,830
14138,"$1 under $25,000",330
14138,"$25,000 under $50,000",230
14138,"$50,000 under $75,000",140
14138,"$75,000 under $100,000",70
14138,"$100,000 under $200,000",60
14138,"$200,000 or more",**
,,
14139,,"1,160"
14139,"$1 under $25,000",360
14139,"$25,000 under $50,000",230
14139,"$50,000 under $75,000",180
14139,"$75,000 under $100,000",150
14139,"$100,000 under $200,000",200
14139,"$200,000 or more",40
,,
14141,,"3,730"
14141,"$1 under $25,000",1350
14141,"$25,000 under $50,000",950
14141,"$50,000 under $75,000",590
14141,"$75,000 under $100,000",350
14141,"$100,000 under $200,000",430
14141,"$200,000 or more",60
,,
14143,,650
14143,"$1 under $25,000",200
14143,"$25,000 under $50,000",170
14143,"$50,000 under $75,000",110
14143,"$75,000 under $100,000",90
14143,"$100,000 under $200,000",80
14143,"$200,000 or more",**
,,
14145,,770
14145,"$1 under $25,000",230
14145,"$25,000 under $50,000",200
14145,"$50,000 under $75,000",130
14145,"$75,000 under $100,000",110
14145,"$100,000 under $200,000",100
14145,"$200,000 or more",**
,,
14150,,"22,100"
14150,"$1 under $25,000",7800
14150,"$25,000 under $50,000",6010
14150,"$50,000 under $75,000",3720
14150,"$75,000 under $100,000",2390
14150,"$100,000 under $200,000",2040
14150,"$200,000 or more",140
,,
14167,,790
14167,"$1 under $25,000",250
14167,"$25,000 under $50,000",210
14167,"$50,000 under $75,000",150
14167,"$75,000 under $100,000",90
14167,"$100,000 under $200,000",90
14167,"$200,000 or more",**
,,
14170,,"1,250"
14170,"$1 under $25,000",350
14170,"$25,000 under $50,000",260
14170,"$50,000 under $75,000",220
14170,"$75,000 under $100,000",180
14170,"$100,000 under $200,000",190
14170,"$200,000 or more",50
,,
14171,,990
14171,"$1 under $25,000",370
14171,"$25,000 under $50,000",260
14171,"$50,000 under $75,000",160
14171,"$75,000 under $100,000",110
14171,"$100,000 under $200,000",90
14171,"$200,000 or more",**
,,
14172,,"1,580"
14172,"$1 under $25,000",540
14172,"$25,000 under $50,000",350
14172,"$50,000 under $75,000",250
14172,"$75,000 under $100,000",190
14172,"$100,000 under $200,000",220
14172,"$200,000 or more",30
,,
14174,,"2,880"
14174,"$1 under $25,000",940
14174,"$25,000 under $50,000",590
14174,"$50,000 under $75,000",400
14174,"$75,000 under $100,000",320
14174,"$100,000 under $200,000",520
14174,"$200,000 or more",110
,,
14201,,"4,780"
14201,"$1 under $25,000",2550
14201,"$25,000 under $50,000",1270
14201,"$50,000 under $75,000",470
14201,"$75,000 under $100,000",210
14201,"$100,000 under $200,000",220
14201,"$200,000 or more",60
,,
14202,,"1,750"
14202,"$1 under $25,000",680
14202,"$25,000 under $50,000",420
14202,"$50,000 under $75,000",170
14202,"$75,000 under $100,000",110
14202,"$100,000 under $200,000",190
14202,"$200,000 or more",180
,,
14203,,830
14203,"$1 under $25,000",340
14203,"$25,000 under $50,000",200
14203,"$50,000 under $75,000",110
14203,"$75,000 under $100,000",70
14203,"$100,000 under $200,000",80
14203,"$200,000 or more",30
,,
14204,,"3,390"
14204,"$1 under $25,000",2080
14204,"$25,000 under $50,000",760
14204,"$50,000 under $75,000",290
14204,"$75,000 under $100,000",140
14204,"$100,000 under $200,000",120
14204,"$200,000 or more",**
,,
14206,,"9,480"
14206,"$1 under $25,000",4590
14206,"$25,000 under $50,000",2850
14206,"$50,000 under $75,000",1140
14206,"$75,000 under $100,000",570
14206,"$100,000 under $200,000",330
14206,"$200,000 or more",**
,,
14207,,"9,770"
14207,"$1 under $25,000",5840
14207,"$25,000 under $50,000",2690
14207,"$50,000 under $75,000",740
14207,"$75,000 under $100,000",330
14207,"$100,000 under $200,000",170
14207,"$200,000 or more",**
,,
14208,,"3,770"
14208,"$1 under $25,000",2320
14208,"$25,000 under $50,000",930
14208,"$50,000 under $75,000",330
14208,"$75,000 under $100,000",120
14208,"$100,000 under $200,000",70
14208,"$200,000 or more",**
,,
14209,,"3,550"
14209,"$1 under $25,000",1420
14209,"$25,000 under $50,000",970
14209,"$50,000 under $75,000",470
14209,"$75,000 under $100,000",210
14209,"$100,000 under $200,000",300
14209,"$200,000 or more",180
,,
14210,,"6,290"
14210,"$1 under $25,000",3250
14210,"$25,000 under $50,000",1800
14210,"$50,000 under $75,000",710
14210,"$75,000 under $100,000",340
14210,"$100,000 under $200,000",190
14210,"$200,000 or more",**
,,
14211,,"8,680"
14211,"$1 under $25,000",5620
14211,"$25,000 under $50,000",2140
14211,"$50,000 under $75,000",580
14211,"$75,000 under $100,000",220
14211,"$100,000 under $200,000",120
14211,"$200,000 or more",**
,,
14212,,"4,250"
14212,"$1 under $25,000",2530
14212,"$25,000 under $50,000",1130
14212,"$50,000 under $75,000",330
14212,"$75,000 under $100,000",170
14212,"$100,000 under $200,000",90
14212,"$200,000 or more",**
,,
14213,,"9,310"
14213,"$1 under $25,000",5670
14213,"$25,000 under $50,000",2400
14213,"$50,000 under $75,000",680
14213,"$75,000 under $100,000",300
14213,"$100,000 under $200,000",220
14213,"$200,000 or more",40
,,
14214,,"7,710"
14214,"$1 under $25,000",3460
14214,"$25,000 under $50,000",1870
14214,"$50,000 under $75,000",860
14214,"$75,000 under $100,000",520
14214,"$100,000 under $200,000",770
14214,"$200,000 or more",230
,,
14215,,"16,930"
14215,"$1 under $25,000",9400
14215,"$25,000 under $50,000",4640
14215,"$50,000 under $75,000",1630
14215,"$75,000 under $100,000",720
14215,"$100,000 under $200,000",510
14215,"$200,000 or more",30
,,
14216,,"11,360"
14216,"$1 under $25,000",3940
14216,"$25,000 under $50,000",3360
14216,"$50,000 under $75,000",1720
14216,"$75,000 under $100,000",940
14216,"$100,000 under $200,000",1080
14216,"$200,000 or more",320
,,
14217,,"11,770"
14217,"$1 under $25,000",4090
14217,"$25,000 under $50,000",3200
14217,"$50,000 under $75,000",1870
14217,"$75,000 under $100,000",1250
14217,"$100,000 under $200,000",1210
14217,"$200,000 or more",150
,,
14218,,"8,970"
14218,"$1 under $25,000",4160
14218,"$25,000 under $50,000",2550
14218,"$50,000 under $75,000",1170
14218,"$75,000 under $100,000",610
14218,"$100,000 under $200,000",450
14218,"$200,000 or more",30
,,
14219,,"6,160"
14219,"$1 under $25,000",2310
14219,"$25,000 under $50,000",1710
14219,"$50,000 under $75,000",1020
14219,"$75,000 under $100,000",600
14219,"$100,000 under $200,000",490
14219,"$200,000 or more",30
,,
14220,,"11,730"
14220,"$1 under $25,000",4550
14220,"$25,000 under $50,000",3410
14220,"$50,000 under $75,000",1710
14220,"$75,000 under $100,000",1040
14220,"$100,000 under $200,000",960
14220,"$200,000 or more",60
,,
14221,,"27,240"
14221,"$1 under $25,000",7870
14221,"$25,000 under $50,000",4600
14221,"$50,000 under $75,000",3700
14221,"$75,000 under $100,000",3230
14221,"$100,000 under $200,000",5640
14221,"$200,000 or more",2200
,,
14222,,"6,140"
14222,"$1 under $25,000",1840
14222,"$25,000 under $50,000",1710
14222,"$50,000 under $75,000",870
14222,"$75,000 under $100,000",490
14222,"$100,000 under $200,000",780
14222,"$200,000 or more",450
,,
14223,,"12,440"
14223,"$1 under $25,000",4070
14223,"$25,000 under $50,000",3150
14223,"$50,000 under $75,000",2110
14223,"$75,000 under $100,000",1440
14223,"$100,000 under $200,000",1510
14223,"$200,000 or more",160
,,
14224,,"21,810"
14224,"$1 under $25,000",7070
14224,"$25,000 under $50,000",5270
14224,"$50,000 under $75,000",3430
14224,"$75,000 under $100,000",2680
14224,"$100,000 under $200,000",3060
14224,"$200,000 or more",300
,,
14225,,"17,910"
14225,"$1 under $25,000",6830
14225,"$25,000 under $50,000",5360
14225,"$50,000 under $75,000",2870
14225,"$75,000 under $100,000",1630
14225,"$100,000 under $200,000",1150
14225,"$200,000 or more",70
,,
14226,,"14,560"
14226,"$1 under $25,000",4720
14226,"$25,000 under $50,000",3040
14226,"$50,000 under $75,000",2220
14226,"$75,000 under $100,000",1540
14226,"$100,000 under $200,000",2210
14226,"$200,000 or more",830
,,
14227,,"11,980"
14227,"$1 under $25,000",4080
14227,"$25,000 under $50,000",3330
14227,"$50,000 under $75,000",2040
14227,"$75,000 under $100,000",1280
14227,"$100,000 under $200,000",1190
14227,"$200,000 or more",60
,,
14228,,"9,390"
14228,"$1 under $25,000",3350
14228,"$25,000 under $50,000",2130
14228,"$50,000 under $75,000",1310
14228,"$75,000 under $100,000",940
14228,"$100,000 under $200,000",1300
14228,"$200,000 or more",360
,,
14301,,"5,110"
14301,"$1 under $25,000",3070
14301,"$25,000 under $50,000",1310
14301,"$50,000 under $75,000",400
14301,"$75,000 under $100,000",190
14301,"$100,000 under $200,000",140
14301,"$200,000 or more",**
,,
14303,,"2,490"
14303,"$1 under $25,000",1460
14303,"$25,000 under $50,000",670
14303,"$50,000 under $75,000",210
14303,"$75,000 under $100,000",90
14303,"$100,000 under $200,000",60
14303,"$200,000 or more",**
,,
14304,,"15,220"
14304,"$1 under $25,000",5990
14304,"$25,000 under $50,000",4090
14304,"$50,000 under $75,000",2220
14304,"$75,000 under $100,000",1380
14304,"$100,000 under $200,000",1400
14304,"$200,000 or more",140
,,
14305,,"7,380"
14305,"$1 under $25,000",3730
14305,"$25,000 under $50,000",1810
14305,"$50,000 under $75,000",830
14305,"$75,000 under $100,000",500
14305,"$100,000 under $200,000",450
14305,"$200,000 or more",60
,,
14411,,"5,460"
14411,"$1 under $25,000",2220
14411,"$25,000 under $50,000",1530
14411,"$50,000 under $75,000",770
14411,"$75,000 under $100,000",470
14411,"$100,000 under $200,000",420
14411,"$200,000 or more",50
,,
14414,,"3,460"
14414,"$1 under $25,000",1170
14414,"$25,000 under $50,000",860
14414,"$50,000 under $75,000",500
14414,"$75,000 under $100,000",350
14414,"$100,000 under $200,000",510
14414,"$200,000 or more",70
,,
14416,,"1,930"
14416,"$1 under $25,000",630
14416,"$25,000 under $50,000",490
14416,"$50,000 under $75,000",310
14416,"$75,000 under $100,000",240
14416,"$100,000 under $200,000",260
14416,"$200,000 or more",**
,,
14418,,560
14418,"$1 under $25,000",210
14418,"$25,000 under $50,000",150
14418,"$50,000 under $75,000",80
14418,"$75,000 under $100,000",50
14418,"$100,000 under $200,000",70
14418,"$200,000 or more",**
,,
14420,,"7,950"
14420,"$1 under $25,000",2880
14420,"$25,000 under $50,000",1840
14420,"$50,000 under $75,000",1160
14420,"$75,000 under $100,000",860
14420,"$100,000 under $200,000",1070
14420,"$200,000 or more",140
,,
14422,,"1,080"
14422,"$1 under $25,000",350
14422,"$25,000 under $50,000",290
14422,"$50,000 under $75,000",160
14422,"$75,000 under $100,000",120
14422,"$100,000 under $200,000",160
14422,"$200,000 or more",**
,,
14423,,"2,350"
14423,"$1 under $25,000",770
14423,"$25,000 under $50,000",610
14423,"$50,000 under $75,000",380
14423,"$75,000 under $100,000",270
14423,"$100,000 under $200,000",280
14423,"$200,000 or more",40
,,
14424,,"13,550"
14424,"$1 under $25,000",4810
14424,"$25,000 under $50,000",3020
14424,"$50,000 under $75,000",1940
14424,"$75,000 under $100,000",1340
14424,"$100,000 under $200,000",1880
14424,"$200,000 or more",560
,,
14425,,"6,030"
14425,"$1 under $25,000",2000
14425,"$25,000 under $50,000",1410
14425,"$50,000 under $75,000",910
14425,"$75,000 under $100,000",700
14425,"$100,000 under $200,000",900
14425,"$200,000 or more",110
,,
14427,,930
14427,"$1 under $25,000",330
14427,"$25,000 under $50,000",240
14427,"$50,000 under $75,000",160
14427,"$75,000 under $100,000",110
14427,"$100,000 under $200,000",90
14427,"$200,000 or more",**
,,
14428,,"4,490"
14428,"$1 under $25,000",1390
14428,"$25,000 under $50,000",1020
14428,"$50,000 under $75,000",630
14428,"$75,000 under $100,000",580
14428,"$100,000 under $200,000",780
14428,"$200,000 or more",90
,,
14432,,"2,570"
14432,"$1 under $25,000",900
14432,"$25,000 under $50,000",670
14432,"$50,000 under $75,000",440
14432,"$75,000 under $100,000",250
14432,"$100,000 under $200,000",290
14432,"$200,000 or more",20
,,
14433,,"2,010"
14433,"$1 under $25,000",810
14433,"$25,000 under $50,000",570
14433,"$50,000 under $75,000",300
14433,"$75,000 under $100,000",160
14433,"$100,000 under $200,000",170
14433,"$200,000 or more",**
,,
14435,,"1,460"
14435,"$1 under $25,000",440
14435,"$25,000 under $50,000",360
14435,"$50,000 under $75,000",240
14435,"$75,000 under $100,000",160
14435,"$100,000 under $200,000",220
14435,"$200,000 or more",40
,,
14437,,"4,390"
14437,"$1 under $25,000",1720
14437,"$25,000 under $50,000",1130
14437,"$50,000 under $75,000",730
14437,"$75,000 under $100,000",380
14437,"$100,000 under $200,000",390
14437,"$200,000 or more",40
,,
14441,,160
14441,"$1 under $25,000",60
14441,"$25,000 under $50,000",50
14441,"$50,000 under $75,000",20
14441,"$75,000 under $100,000",30
14441,"$100,000 under $200,000",**
14441,"$200,000 or more",**
,,
